Link,Category,Section
https://help.port.startrail.io/hc/en-us/articles/7487943515543-What-is-Ethereum-Address-EOA,EOA,Ethereum
https://ethereum.org/en/developers/docs/evm/,EVM,Ethereum
https://ethereum.org/en/developers/docs/evm/opcodes/,EVM,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/languages/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/anatomy/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/libraries/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/testing/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/compiling/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/deploying/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/verifying/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/upgrading/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/security/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/formal-verification/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/smart-contracts/composability/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/mev/,MEV,Ethereum
https://ethereum.org/en/developers/docs/data-availability/,Data availability,Ethereum
https://ethereum.org/en/developers/docs/data-availability/blockchain-data-storage-strategies/,Data availability,Ethereum
https://ethereum.org/en/developers/docs/standards/tokens/,Token standards,Ethereum
"https://jpmorais.medium.com/learn-ethereum-in-2024-10-hash-functions-and-ethereum-6f442b9cb4d1#::~:text=The%20most%20commonly%20used%20hash,is%20extensively%20employed%20by%20Bitcoin.",Keccak-256,Ethereum
https://wiki.rugdoc.io/docs/introduction-to-ethereums-keccak-256-algorithm/,Keccak-256,Ethereum
https://www.nervos.org/knowledge-base/what_is_keccak256_(explainCKBot),Keccak-256,Ethereum
https://www.geeksforgeeks.org/difference-between-sha-256-and-keccak-256/,Keccak-256,Ethereum
https://dev.to/shlok2740/keccak256-in-solidity-433m,Keccak-256,Ethereum
https://medium.com/0xcode/hashing-functions-in-solidity-using-keccak256-70779ea55bb0,Keccak-256,Ethereum
https://cryptomarketpool.com/keccak256/,Keccak-256,Ethereum
https://solstep.gitbook.io/solidity-steps/step-5/47-keccak256,Keccak-256,Ethereum
https://ethereum.org/en/developers/docs/consensus-mechanisms/,Proof-of-stake,Ethereum
https://ethereum.org/en/developers/docs/consensus-mechanisms/pos/,Proof-of-stake,Ethereum
https://ethereum.org/en/developers/docs/consensus-mechanisms/pos/gasper/,Proof-of-stake,Ethereum
https://ethereum.org/en/developers/docs/consensus-mechanisms/pos/weak-subjectivity/,Proof-of-stake,Ethereum
https://ethereum.org/en/developers/docs/consensus-mechanisms/pos/attestations/,Proof-of-stake,Ethereum
https://ethereum.org/en/developers/docs/consensus-mechanisms/pos/rewards-and-penalties/,Proof-of-stake,Ethereum
https://ethereum.org/en/developers/docs/consensus-mechanisms/pos/rewards-and-penalties/,Proof-of-stake,Ethereum
https://ethereum.org/en/developers/docs/consensus-mechanisms/pos/keys/,Proof-of-stake,Ethereum
https://ethereum.org/en/developers/docs/consensus-mechanisms/pos/pos-vs-pow/,Proof-of-stake,Ethereum
https://ethereum.org/en/developers/docs/consensus-mechanisms/pos/block-proposal/,Proof-of-stake,Ethereum
https://ethereum.org/en/developers/docs/consensus-mechanisms/pos/faqs/,Proof-of-stake,Ethereum
https://www.ledger.com/academy/ethereum-proof-of-stake-pos-explained,Proof-of-stake,Ethereum
https://blog.bake.io/why-did-ethereum-switch-to-proof-of-stake/,Proof-of-stake,Ethereum
https://cointelegraph.com/learn/ethereum-2-0-staking-a-beginners-guide-on-how-to-stake-eth,Proof-of-stake,Ethereum
https://consensys.io/blog/what-is-proof-of-stake,Proof-of-stake,Ethereum
https://www.mdpi.com/2813-2432/2/2/6,Proof-of-stake,Ethereum
https://www.investopedia.com/terms/g/gas-ethereum.asp,Gas fees,Ethereum
https://bitcoin.com/get-started/what-is-ETH-gas-and-how-do-fees-work-in-ethereum/,Gas fees,Ethereum
https://help.zengo.com/en/articles/8975427-understanding-ethereum-and-layer-2-l2-network-fees,Gas fees,Ethereum
https://medium.com/coinmonks/demystifying-gas-fees-in-ethereum-transactions-67fed041eae1,Gas fees,Ethereum
https://medium.com/quantum-economics/why-high-gas-fees-on-ethereum-is-a-problem-but-the-best-problem-ever-3f7e65da4724,Gas fees,Ethereum
https://medium.com/loopring-protocol/the-bottlenecked-blockchain-how-high-gas-fees-on-ethereum-are-killing-my-vibe-and-what-we-do-e324c76d5dba,Gas fees,Ethereum
https://medium.com/stk-token/research-of-the-week-reducing-gas-fees-9061d19cc171,Gas fees,Ethereum
https://medium.com/@catherineashleydumont/gas-fees-explained-ethereum-gas-fees-and-the-role-of-cometh-connect-b81372f5dff4,Gas fees,Ethereum
https://medium.com/@luishrsoares/optimizing-gas-fees-in-ethereum-smart-contracts-e1d9f2b17da7,Gas fees,Ethereum
https://medium.com/coinmonks/how-zkrollups-optimistic-rollups-can-reduce-gas-fees-on-ethereum-4c0f773db8ad,Gas fees,Ethereum
https://koinly.io/fr/blog/ethereum-gas-fees-guide/,Gas fees,Ethereum
https://www.britannica.com/money/ethereum-gas-fees-eth,Gas fees,Ethereum
https://ethresear.ch/t/mev-capturing-amm-mcamm/13336,MEV,Ethereum
https://mirror.xyz/0xshittrader.eth/WiV8DM3I6abNMVsXf-DqioYb2NglnfjmM-zSsw2ruG8,MEV,Ethereum
https://mirror.xyz/0xshittrader.eth/c6J_PCK87K3joTWmLEtG6qVN6BFXLBZxQniReYSEjLI,MEV,Ethereum
https://mirror.xyz/0xshittrader.eth/f2VSuoZ91vAbCv82MtWM-Gosyf_DeUXfPlDx3EYV3RM,MEV,Ethereum
https://medium.com/@Prestwich/mev-c417d9a5eb3d,MEV,Ethereum
https://doseofdefi.substack.com/p/mevs-new-chapter-beyond-ethereums,MEV,Ethereum
https://hackingdistributed.com/2017/08/13/cost-of-decent/,MEV,Ethereum
https://arxiv.org/abs/1902.05164,MEV,Bitcoin
https://arxiv.org/abs/1904.05234,MEV,Ethereum
https://arxiv.org/abs/2003.03052,MEV,Ethereum
https://www.paradigm.xyz/2020/08/ethereum-is-a-dark-forest,MEV,Ethereum
https://samczsun.com/escaping-the-dark-forest/,MEV,Ethereum
https://arxiv.org/abs/2101.05511,MEV,Ethereum
https://www.paradigm.xyz/2021/02/mev-and-me,MEV,Ethereum
https://arxiv.org/pdf/1911.03380,MEV,Ethereum
https://noma.substack.com/mev-and-coordination,MEV,Ethereum
https://pmcgoohan.medium.com/mev-do-this-beb2754bca63,MEV,Ethereum
https://www.paradigm.xyz/2021/07/ethereum-reorgs-after-the-merge,MEV,Ethereum
https://hackmd.io/@flashbots/mev-in-eth2,MEV,Ethereum
https://hackmd.io/@flashbots/MEV-1559,MEV,Ethereum
https://arxiv.org/pdf/2103.02228,MEV,Ethereum
https://bertcmiller.com/2021/09/05/mev-synthetix.html,MEV,Ethereum
https://arxiv.org/abs/2112.01472,MEV,Ethereum
https://www.galaxy.com/insights/research/mev-how-flashboys-became-flashbots/,MEV,Ethereum
https://arxiv.org/pdf/2103.12732,MEV,Ethereum
https://arxiv.org/pdf/2204.05238,MEV,Ethereum
https://people.eecs.berkeley.edu/~ksk/files/MEV_CFMM.pdf,MEV,Ethereum
https://writings.flashbots.net/the-future-of-mev-is-suave,MEV,Ethereum
https://www.ddmckinnon.com/2022/11/27/all-is-fair-in-arb-and-mev-on-avalanche-c-chain/,MEV,Ethereum
https://www.galaxy.com/insights/research/mev-the-rise-of-the-builders/,MEV,Ethereum
https://www.paradigm.xyz/2023/04/mev-boost-ethereum-consensus,MEV,Ethereum
https://ethresear.ch/t/mev-auction-auctioning-transaction-ordering-rights-as-a-solution-to-miner-extractable-value/6788,MEV,Ethereum
https://ethresear.ch/t/targeting-zero-mev-a-content-layer-solution/9224,MEV,Ethereum
https://ethresear.ch/t/mev-sgx-a-sealed-bid-mev-auction-design/9677,MEV,Ethereum
https://ethresear.ch/t/proposer-block-builder-separation-friendly-fee-market-designs/9725,MEV,Ethereum
https://ethresear.ch/t/committee-driven-mev-smoothing/10408,MEV,Ethereum
https://ethresear.ch/t/two-slot-proposer-builder-separation/10980,MEV,Ethereum
https://ethresear.ch/t/mev-boost-merge-ready-flashbots-architecture/11177,MEV,Ethereum
https://ethresear.ch/t/burning-mev-through-block-proposer-auctions/14029,MEV,Ethereum
https://messari.io/report/understanding-mev,MEV,Ethereum
https://members.delphidigital.io/reports/flashing-a-light-on-the-dark-forest-part-1,MEV,Ethereum
https://thedefiant.io/education/infrastructure/ethereums-value-extracting-bots-explainer-and-project-map,MEV,Ethereum
https://members.delphidigital.io/reports/what-you-should-know-about-mev-and-how-it-affects-gas-costs,MEV,Ethereum
https://medium.com/offchainlabs/five-theses-about-transaction-ordering-mev-and-front-running-5ebf52bc0cbe,MEV,Ethereum
https://hackmd.io/ivUzk3piQEG8ALzCGbxlag,MEV,Ethereum
https://www.quicknode.com/guides/ethereum-development/transactions/what-are-ethereum-transactions,Transaction,Ethereum
https://docs.alchemy.com/docs/understanding-the-transaction-object-on-ethereum,Transaction,Ethereum
https://docs.alchemy.com/docs/how-ethereum-transactions-work,Transaction,Ethereum
https://ethereum.org/en/developers/docs/gas/,Transaction,Ethereum
https://medium.com/@solidity101/unveiling-the-mysteries-of-ethereum-transaction-details-by-hash-632f2d00558f,Transaction,Ethereum
https://bouncefinance.medium.com/flashbots-auction-a-paradigm-shift-in-ethereum-transaction-processing-fb1909ab4286,Transaction,Ethereum
https://medium.com/@blockchain101/crafting-an-ethereum-transaction-step-by-step-138453521ab4,Transaction,Ethereum
https://medium.com/@eiki1212/ethereum-transaction-structure-explained-aa5a94182ad6,Transaction,Ethereum
https://lido.fi/,Projects,Ethereum
https://www.eigenlayer.xyz/,Projects,Ethereum
https://aave.com/,Projects,Ethereum
https://makerdao.com/en/,Projects,Ethereum
https://uniswap.org/,Projects,Ethereum
https://rocketpool.net/,Projects,Ethereum
https://www.binance.com/en/wbeth,Projects,Ethereum
https://www.ethena.fi/,Projects,Ethereum
https://www.spark.fi/,Projects,Ethereum
https://pendle.finance/,Projects,Ethereum
https://stake.zircuit.com/,Projects,Ethereum
https://compound.finance/,Projects,Ethereum
https://curve.fi/,Projects,Ethereum
https://symbiotic.fi/,Projects,Ethereum
https://www.swellnetwork.io/,Projects,Ethereum
https://www.puffer.fi/,Projects,Ethereum
https://morpho.org/,Projects,Ethereum
https://www.mantle.xyz/meth,Projects,Ethereum
https://link3.to/magpiexyz,Projects,Ethereum
https://www.convexfinance.com/,Projects,Ethereum
https://app.renzoprotocol.com/restake,Projects,Ethereum
https://trustmachines.co/learn/what-makes-the-bitcoin-blockchain-secure/,Security,Bitcoin
https://finimize.com/content/bitcoin-security-heres-what-makes-the-og-blockchain-safer-than-fort-knox-with-ledger,Security,Bitcoin
https://www.zscaler.fr/blogs/security-research/bitcoin-regulations-and-security,Security,Bitcoin
https://www.investopedia.com/news/bitcoin-safe-storage-cold-wallet/,Security,Bitcoin
https://www.cnb.com/personal-banking/insights/cryptocurrency-cybersecurity-risks.html,Security,Bitcoin
https://en.bitcoin.it/wiki/Weaknesses,Security,Bitcoin
https://d-central.tech/understanding-bitcoins-security-budget-in-2023-a-comprehensive-analysis/,Security,Bitcoin
https://www.oreilly.com/library/view/mastering-bitcoin/9781491902639/ch10.html,Security,Bitcoin
https://www.egr.msu.edu/~renjian/pubs/Blockchain-IoT.pdf,Security,Bitcoin
